Date of Admission,Admission Type,Patient Status,Count
2022-10-03,Emergency,admission,6
2019-12-29,Elective,discharge,5
2021-10-30,Urgent,discharge,4
2022-12-06,Urgent,admission,5
2019-06-09,Emergency,discharge,3
2021-01-18,Elective,admission,2
2023-04-22,Elective,discharge,8
2021-04-30,Elective,admission,8
2020-08-12,Elective,discharge,2
2022-01-29,Urgent,discharge,1
2020-10-25,Urgent,admission,6
2021-05-21,Emergency,admission,1
2019-10-19,Urgent,discharge,3
2022-07-03,Emergency,discharge,6
2021-06-26,Elective,admission,7
2023-11-20,Emergency,discharge,7
2019-12-04,Urgent,discharge,3
2021-03-02,Elective,discharge,4
2021-08-28,Elective,discharge,6
2019-07-16,Elective,discharge,4
2022-11-30,Urgent,discharge,9
2019-12-10,Elective,admission,9
2021-02-01,Elective,admission,2
2023-06-24,Emergency,admission,7
2023-08-19,Elective,discharge,1
2023-09-07,Urgent,discharge,7
2020-02-09,Emergency,discharge,2
2019-11-03,Urgent,discharge,10
2021-03-22,Elective,admission,7
2021-08-08,Elective,admission,6
2019-06-11,Urgent,admission,3
2019-08-23,Elective,admission,6
2021-01-03,Urgent,discharge,3
2019-05-08,Elective,admission,8
2019-08-30,Emergency,discharge,2
2022-03-20,Elective,discharge,4
2019-12-11,Emergency,discharge,9
2021-05-26,Elective,discharge,8
2023-06-05,Urgent,discharge,4
2020-05-31,Elective,discharge,4
2022-02-11,Urgent,admission,10
2022-06-14,Emergency,discharge,10
2023-03-31,Urgent,admission,7
2019-06-08,Elective,admission,4
2022-02-27,Elective,admission,3
2023-05-30,Urgent,discharge,8
2022-08-18,Elective,admission,10
2023-03-26,Elective,admission,8
2021-07-14,Emergency,discharge,4
2022-10-22,Urgent,discharge,1
2023-10-31,Emergency,admission,2
2020-08-04,Urgent,admission,3
2022-08-12,Emergency,admission,9
2019-09-22,Emergency,discharge,9
2023-02-13,Elective,discharge,1
2021-07-13,Elective,discharge,7
2019-12-07,Urgent,discharge,10
2022-01-05,Elective,admission,6
2019-07-11,Elective,admission,5
2021-03-29,Elective,discharge,1
2022-12-26,Elective,discharge,10
2022-08-14,Urgent,discharge,6
2023-08-22,Elective,discharge,6
2020-08-11,Elective,admission,5
2021-08-04,Urgent,admission,10
2022-05-19,Urgent,discharge,4
2019-07-25,Emergency,admission,5
2022-01-10,Urgent,admission,7
2021-01-25,Emergency,admission,5
2023-02-28,Urgent,discharge,7
2023-05-22,Emergency,discharge,2
2019-05-22,Emergency,admission,8
2023-09-18,Urgent,admission,3
2019-06-04,Elective,admission,6
2019-09-01,Emergency,discharge,4
2023-07-22,Elective,discharge,7
2024-04-30,Urgent,discharge,1
2021-06-23,Emergency,discharge,2
2023-04-17,Urgent,discharge,2
2021-10-13,Emergency,discharge,4
2019-10-03,Elective,admission,10
2020-06-17,Urgent,discharge,1
2021-08-19,Elective,admission,7
2023-08-15,Elective,admission,7
2021-12-08,Elective,discharge,10
2023-05-19,Emergency,discharge,8
2021-04-04,Emergency,admission,9
2019-08-10,Urgent,discharge,5
2021-09-22,Emergency,admission,5
2019-09-08,Elective,admission,8
2024-04-25,Emergency,discharge,6
2023-06-20,Elective,admission,7
2021-10-02,Urgent,admission,10
2019-09-13,Emergency,discharge,1
2022-05-21,Emergency,discharge,7
2024-04-06,Elective,discharge,10
2020-04-12,Emergency,discharge,2
2023-06-28,Elective,admission,5
2019-12-20,Urgent,discharge,5
2021-05-03,Urgent,admission,4
2019-09-04,Urgent,discharge,4
2023-07-27,Elective,discharge,1
2023-02-20,Urgent,admission,9
2021-02-04,Urgent,discharge,10
2019-10-29,Elective,discharge,6
2022-02-05,Emergency,admission,1
2022-02-05,Emergency,admission,9
2020-01-10,Emergency,discharge,5
2021-10-14,Urgent,admission,7
2021-09-29,Urgent,admission,10
2022-04-25,Emergency,admission,8
2022-07-04,Elective,admission,10
2024-05-03,Urgent,admission,4
2020-10-24,Elective,admission,6
2021-09-07,Urgent,admission,1
2023-03-16,Urgent,admission,9
2021-01-03,Emergency,discharge,8
2022-06-06,Urgent,discharge,6
2024-04-06,Urgent,discharge,7
2022-11-12,Urgent,discharge,1
2021-10-14,Urgent,admission,2
2023-02-22,Elective,admission,5
2022-05-28,Elective,admission,4
2021-11-16,Elective,discharge,1
2019-07-09,Elective,admission,8
2020-07-12,Elective,discharge,6
2019-08-14,Emergency,discharge,8
2021-07-10,Elective,discharge,10
2020-07-11,Elective,admission,1
2021-03-04,Urgent,admission,5
2022-03-10,Urgent,admission,7
2023-12-18,Emergency,admission,3
2019-08-11,Elective,discharge,6
2022-06-11,Urgent,admission,1
2023-06-11,Urgent,discharge,10
2023-11-28,Elective,admission,4
2023-12-12,Urgent,admission,5
2019-06-24,Emergency,discharge,5
2023-04-05,Emergency,admission,6
2020-10-28,Urgent,discharge,2
2022-12-19,Elective,discharge,7
2022-12-13,Emergency,admission,6
2019-07-04,Emergency,admission,6
2022-02-17,Urgent,discharge,10
2021-12-10,Emergency,discharge,2
2022-04-24,Emergency,admission,3
2022-04-22,Urgent,discharge,9
2023-07-01,Elective,discharge,1
2023-09-15,Emergency,admission,4
2022-04-09,Urgent,discharge,10
2023-01-06,Emergency,discharge,4
2024-05-04,Elective,discharge,10
2021-07-13,Elective,discharge,10
2019-06-06,Emergency,admission,10
2023-11-02,Emergency,discharge,6
2021-06-19,Emergency,discharge,5
2021-02-15,Elective,admission,9
2019-06-27,Urgent,discharge,5
2021-06-09,Urgent,admission,9
2021-06-25,Elective,discharge,8
2019-11-13,Emergency,discharge,1
2020-09-27,Urgent,admission,7
2023-02-16,Emergency,discharge,1
2019-12-23,Elective,admission,10
2024-02-12,Urgent,admission,5
2022-09-19,Urgent,admission,3
2023-12-03,Emergency,admission,5
2024-01-03,Urgent,admission,9
2023-01-06,Urgent,discharge,8
2023-01-07,Elective,admission,8
2023-11-20,Emergency,admission,10
2022-12-20,Emergency,discharge,10
2021-02-22,Elective,discharge,10
2023-07-27,Urgent,discharge,9
2021-04-17,Urgent,admission,6
2019-05-08,Emergency,admission,5
2023-06-04,Emergency,discharge,7
2021-03-09,Emergency,admission,9
2020-08-18,Urgent,admission,8
2020-12-01,Elective,admission,1
2023-03-16,Elective,discharge,8
2022-01-07,Urgent,discharge,7
2023-09-07,Elective,discharge,7
2022-07-05,Emergency,discharge,3
2022-05-02,Urgent,discharge,2
2021-11-01,Urgent,admission,9
2021-12-08,Elective,admission,10
2021-09-05,Elective,admission,7
2020-11-21,Urgent,admission,1
2022-02-07,Elective,admission,2
2021-05-12,Urgent,admission,1
2021-01-21,Emergency,admission,8
2019-11-16,Elective,admission,6
2022-07-18,Urgent,discharge,2
2024-02-27,Elective,admission,3
2019-06-23,Emergency,admission,8
2021-01-19,Elective,admission,3
2021-05-30,Emergency,admission,2
2022-03-28,Emergency,admission,2
2023-05-26,Elective,admission,2
2021-05-25,Elective,discharge,10
2020-01-20,Elective,admission,1
2024-05-07,Emergency,discharge,10
2021-06-10,Emergency,discharge,8
2021-12-07,Emergency,admission,1
2020-01-30,Emergency,admission,2
2019-07-24,Urgent,discharge,2
2023-07-29,Emergency,discharge,6
2022-12-16,Urgent,admission,3
2024-03-07,Urgent,admission,6
2020-04-22,Elective,admission,2
2020-06-01,Emergency,discharge,2
2024-01-27,Emergency,admission,9
2020-04-25,Emergency,discharge,10
2019-07-23,Elective,admission,7
2020-01-17,Emergency,discharge,4
2022-02-17,Emergency,discharge,2
2024-04-30,Urgent,admission,9
2021-10-26,Elective,admission,6
2023-11-18,Elective,admission,6
2022-07-29,Elective,discharge,6
2022-02-16,Emergency,admission,1
2024-03-19,Emergency,admission,4
2023-06-23,Emergency,discharge,8
2022-09-02,Emergency,admission,3
2023-06-28,Urgent,discharge,1
2022-09-09,Elective,discharge,9
2020-11-12,Emergency,admission,7
2022-03-29,Elective,discharge,3
2020-04-30,Urgent,admission,7
2023-07-19,Emergency,admission,10
2019-09-28,Emergency,admission,2
2023-04-28,Urgent,discharge,7
2019-08-17,Emergency,discharge,7
2022-12-30,Emergency,admission,10
2020-09-11,Urgent,discharge,6
2022-02-10,Urgent,admission,10
2021-02-27,Urgent,admission,5
2022-08-19,Elective,admission,9
2021-08-20,Urgent,admission,9
2019-11-17,Urgent,discharge,6
2021-09-07,Emergency,admission,3
2019-10-29,Urgent,admission,7
2021-07-29,Elective,admission,9
2022-02-20,Urgent,discharge,4
2021-06-26,Elective,admission,8
2020-03-10,Urgent,discharge,2
2022-07-16,Elective,discharge,4
2021-10-08,Urgent,discharge,2
2022-01-25,Urgent,admission,3
2023-02-13,Urgent,discharge,5
2022-10-17,Emergency,discharge,4
2023-02-25,Elective,discharge,6
2023-01-13,Emergency,discharge,2
2021-01-19,Elective,discharge,9
2024-05-01,Elective,admission,8
2019-10-12,Elective,discharge,4
2019-11-29,Elective,admission,2
2021-12-19,Elective,discharge,10
2023-01-29,Emergency,admission,6
2023-02-23,Elective,discharge,2
2019-05-31,Elective,admission,1
2020-05-21,Emergency,admission,1
2021-09-24,Elective,discharge,8
2019-06-12,Elective,discharge,2
2020-07-07,Emergency,admission,8
2020-07-16,Emergency,discharge,2
2021-10-24,Elective,discharge,7
2020-07-13,Urgent,discharge,2
2019-08-24,Elective,discharge,9
2022-06-11,Urgent,admission,8
2019-09-04,Urgent,admission,10
2021-07-02,Emergency,discharge,8
2023-02-16,Urgent,admission,4
2020-03-22,Urgent,admission,2
2022-09-22,Emergency,discharge,6
2020-07-21,Urgent,discharge,9
2021-12-30,Urgent,discharge,8
2021-11-22,Emergency,discharge,8
2021-01-28,Elective,admission,5
2019-07-20,Emergency,admission,2
2019-07-11,Elective,admission,7
2022-06-05,Elective,admission,6
2020-08-31,Urgent,discharge,4
2021-02-11,Elective,admission,2
2022-01-21,Elective,admission,2
2022-09-17,Urgent,admission,10
2020-02-26,Emergency,discharge,1
2020-02-10,Emergency,discharge,9
2022-01-15,Urgent,discharge,1
2019-05-30,Emergency,discharge,8
2023-08-13,Emergency,discharge,2
2020-06-19,Urgent,discharge,8
2022-12-20,Emergency,admission,2
2020-02-27,Elective,discharge,7
2019-07-08,Urgent,discharge,7
2023-08-08,Elective,admission,4
2023-03-02,Emergency,discharge,2
2020-07-28,Elective,discharge,10
2022-07-01,Urgent,discharge,5
2021-02-19,Emergency,discharge,9
2022-08-11,Emergency,admission,4
2019-11-18,Urgent,admission,7
2022-06-12,Elective,admission,6
2020-01-11,Elective,discharge,2
2021-11-05,Elective,admission,10
2019-11-04,Urgent,admission,2
2019-05-17,Urgent,discharge,9
2022-12-04,Emergency,admission,10
2021-08-14,Urgent,discharge,1
2021-11-30,Urgent,admission,1
2019-10-03,Urgent,admission,3
2022-09-09,Elective,admission,3
2020-09-25,Emergency,admission,5
2022-01-18,Elective,admission,7
2023-08-24,Urgent,discharge,9
2021-06-16,Emergency,discharge,9
2021-03-19,Elective,admission,1
2023-12-10,Emergency,discharge,3
2024-02-21,Elective,admission,9
2020-02-13,Urgent,discharge,1
2020-04-25,Elective,admission,1
2022-03-15,Urgent,discharge,8
2023-11-04,Emergency,admission,2
2020-07-26,Urgent,discharge,5
2021-03-09,Emergency,discharge,6
2021-07-26,Emergency,admission,2
2019-12-22,Urgent,discharge,4
2023-08-12,Urgent,discharge,4
2021-12-29,Urgent,admission,3
2021-06-21,Elective,discharge,6
2023-04-29,Urgent,discharge,4
2019-11-06,Emergency,admission,8
2022-02-27,Emergency,discharge,9
2020-04-07,Elective,admission,4
2021-08-10,Urgent,admission,3
2023-03-01,Emergency,admission,6
2020-10-06,Emergency,discharge,3
2023-01-24,Emergency,admission,9
2020-11-28,Urgent,admission,1
2019-11-02,Elective,admission,9
2020-04-14,Elective,discharge,5
2022-04-04,Urgent,admission,10
2020-05-06,Elective,discharge,2
2022-01-06,Urgent,discharge,8
2021-05-12,Urgent,discharge,8
2021-01-19,Elective,admission,8
2022-02-16,Urgent,discharge,6
2020-03-06,Urgent,discharge,6
2023-07-21,Urgent,discharge,1
2021-02-02,Elective,discharge,9
2023-10-22,Elective,discharge,3
2022-11-03,Emergency,admission,4
2020-08-03,Urgent,admission,3
2021-02-10,Elective,discharge,7
2020-02-05,Elective,admission,9
2022-07-09,Emergency,admission,10
2019-09-22,Urgent,discharge,5
2020-01-24,Elective,admission,1
2020-11-29,Emergency,discharge,1
2021-06-06,Urgent,discharge,5
2020-10-23,Elective,discharge,4
2021-10-08,Elective,discharge,2
2020-04-10,Emergency,discharge,6
2022-08-11,Elective,admission,4
2023-09-30,Urgent,admission,4
2019-07-11,Urgent,admission,10
2024-02-01,Urgent,discharge,8
2019-11-09,Urgent,admission,6
2023-07-06,Emergency,admission,9
2022-10-20,Emergency,discharge,8
2021-05-11,Urgent,admission,2
2021-02-16,Emergency,admission,10
2023-06-01,Emergency,admission,5
2020-07-23,Emergency,discharge,7
2019-10-15,Urgent,discharge,8
2022-10-06,Urgent,admission,3
2023-01-07,Urgent,admission,8
2019-07-26,Emergency,discharge,9
2023-10-07,Emergency,admission,2
2020-08-11,Urgent,discharge,8
2022-09-13,Elective,admission,8
2020-11-17,Emergency,discharge,5
2023-12-06,Urgent,discharge,6
2023-05-25,Elective,admission,1
2021-03-28,Emergency,discharge,4
2020-03-25,Urgent,admission,6
2021-07-21,Urgent,discharge,3
2020-01-09,Elective,discharge,2
2023-08-09,Elective,discharge,4
2023-07-27,Emergency,admission,10
2023-11-29,Elective,admission,6
2023-03-11,Elective,discharge,7
2019-10-23,Emergency,discharge,8
2024-01-12,Urgent,discharge,4
2022-06-15,Elective,admission,7
2024-01-28,Emergency,discharge,3
2022-01-24,Emergency,admission,4
2019-07-20,Emergency,admission,3
2023-05-29,Elective,discharge,4
2022-10-08,Emergency,admission,8
2023-01-19,Elective,discharge,10
2021-12-28,Urgent,admission,2
2023-01-28,Urgent,admission,6
2019-07-09,Urgent,discharge,1
2019-09-06,Elective,admission,6
2022-11-23,Elective,discharge,5
2019-11-15,Elective,admission,2
2021-10-29,Elective,admission,6
2019-09-07,Elective,admission,7
2019-08-27,Elective,discharge,6
2019-06-10,Elective,discharge,8
2021-09-25,Elective,discharge,8
2023-07-01,Elective,discharge,7
2023-01-01,Urgent,admission,6
2022-06-13,Emergency,admission,8
2024-01-13,Emergency,admission,8
2021-12-08,Urgent,discharge,4
2022-07-10,Urgent,discharge,8
2023-01-22,Elective,admission,9
2021-11-13,Urgent,admission,3
2019-05-09,Elective,admission,5
2021-12-18,Elective,admission,2
2020-01-16,Elective,discharge,10
2023-04-06,Emergency,admission,1
2020-08-18,Elective,admission,9
2020-06-18,Elective,admission,6
2019-10-08,Elective,discharge,1
2020-08-25,Emergency,discharge,10
2021-01-30,Urgent,admission,2
2020-01-05,Elective,admission,7
2021-08-21,Urgent,discharge,3
2019-12-19,Emergency,admission,6
2021-07-01,Urgent,admission,8
2023-10-13,Urgent,admission,4
2022-10-22,Urgent,discharge,9
2019-11-03,Urgent,admission,7
2023-03-24,Emergency,admission,2
2020-04-07,Emergency,discharge,7
2021-11-14,Emergency,admission,6
2020-08-29,Urgent,admission,7
2024-03-04,Urgent,discharge,10
2019-06-06,Urgent,discharge,7
2023-09-24,Elective,admission,7
2021-10-08,Elective,discharge,4
2020-07-12,Emergency,discharge,3
2019-11-18,Urgent,admission,9
2019-09-22,Elective,admission,7
2019-12-09,Emergency,discharge,10
2022-03-31,Elective,discharge,4
2022-08-17,Urgent,admission,2
2024-04-07,Emergency,admission,3
2020-10-20,Urgent,admission,1
2020-05-24,Emergency,discharge,1
2023-05-04,Elective,admission,5
2024-04-20,Urgent,admission,2
2020-04-12,Elective,admission,2
2023-04-17,Elective,discharge,4
2020-11-13,Urgent,admission,8
2022-04-03,Urgent,discharge,10
2019-08-31,Emergency,discharge,8
2021-05-13,Emergency,discharge,3
2019-08-06,Emergency,discharge,3
2020-02-10,Emergency,discharge,1
2024-02-17,Emergency,discharge,10
2023-06-20,Urgent,discharge,9
2019-09-13,Urgent,admission,5
2023-11-16,Urgent,admission,8
2019-08-14,Emergency,discharge,4
2023-12-04,Emergency,discharge,10
2023-04-23,Urgent,discharge,8
2023-08-09,Urgent,admission,9
2022-12-19,Urgent,discharge,10
2020-01-12,Urgent,discharge,1
2021-04-07,Urgent,discharge,5
2020-10-07,Urgent,discharge,7
2020-01-25,Emergency,discharge,1
2023-04-29,Emergency,discharge,4
2019-09-17,Elective,admission,8
2020-01-26,Urgent,admission,4
2022-02-14,Emergency,discharge,4
2024-01-28,Emergency,admission,4
2020-07-25,Urgent,admission,3
2020-12-25,Urgent,discharge,1
2023-01-19,Urgent,discharge,7
2019-10-18,Urgent,discharge,7
2022-06-19,Emergency,admission,4
2019-06-26,Urgent,discharge,3
2021-10-26,Urgent,discharge,1
2023-02-03,Urgent,discharge,5
2020-10-16,Urgent,admission,10
2021-12-02,Urgent,admission,3
2023-09-12,Emergency,discharge,7
2022-04-01,Urgent,discharge,2
2021-03-29,Urgent,admission,9
2021-06-18,Elective,discharge,9
2022-10-16,Urgent,discharge,3
2020-11-07,Elective,discharge,7
2023-05-15,Elective,discharge,2
2023-03-05,Emergency,admission,2
2023-11-10,Urgent,admission,4
2020-08-23,Urgent,admission,7
2023-04-18,Elective,admission,8
2019-10-31,Emergency,admission,4
2023-03-15,Urgent,discharge,3
2021-01-10,Emergency,admission,8
2022-03-12,Elective,discharge,3
2020-06-16,Urgent,admission,3
2022-06-11,Urgent,admission,5
2022-12-02,Elective,admission,1
2021-06-01,Urgent,discharge,5
2020-06-24,Elective,admission,3
2020-09-20,Urgent,admission,5
2020-12-14,Elective,admission,4
2020-05-31,Elective,admission,4
2021-04-20,Emergency,admission,8
2020-03-01,Urgent,admission,9
2020-03-04,Elective,discharge,9
2020-01-18,Emergency,discharge,1
2023-11-15,Urgent,discharge,8
2023-01-02,Emergency,discharge,2
2019-11-06,Urgent,discharge,4
2019-12-08,Urgent,admission,2
2019-11-29,Urgent,admission,2
2022-10-03,Urgent,discharge,2
2022-01-16,Urgent,admission,1
2020-12-16,Urgent,discharge,6
2020-04-23,Emergency,admission,10
2022-05-29,Elective,discharge,8
2021-05-05,Urgent,admission,7
2020-12-20,Elective,admission,10
2021-07-23,Urgent,discharge,10
2022-10-27,Emergency,discharge,2
2020-03-16,Urgent,discharge,2
2019-08-06,Elective,admission,7
2023-01-26,Urgent,discharge,5
2022-02-10,Urgent,admission,8
2022-12-05,Urgent,discharge,9
2022-11-28,Elective,admission,3
2021-05-22,Emergency,admission,8
2020-03-04,Urgent,discharge,5
2024-03-16,Elective,discharge,7
2020-03-25,Emergency,discharge,5
2022-09-02,Elective,discharge,8
2022-01-31,Urgent,discharge,2
2021-09-18,Urgent,admission,7
2023-03-21,Elective,discharge,4
2022-06-12,Urgent,discharge,6
2020-03-14,Emergency,admission,1
2022-05-24,Urgent,admission,1
2022-05-09,Urgent,discharge,10
2022-01-02,Urgent,admission,9
2022-04-23,Urgent,admission,7
2024-01-19,Elective,discharge,8
2023-05-05,Emergency,discharge,2
2024-03-08,Urgent,discharge,3
2019-09-27,Elective,admission,9
2022-10-25,Urgent,admission,7
2020-07-26,Urgent,discharge,7
2020-10-15,Emergency,discharge,7
2022-10-11,Elective,discharge,6
2019-10-21,Emergency,discharge,7
2021-02-15,Elective,admission,10
2024-04-27,Emergency,discharge,6
2021-11-02,Emergency,discharge,7
2021-08-19,Elective,admission,9
2021-04-22,Elective,admission,2
2019-12-01,Elective,discharge,3
2024-03-08,Emergency,discharge,4
2024-04-01,Elective,admission,6
2020-05-21,Urgent,admission,5
2022-04-08,Emergency,admission,10
2020-10-02,Urgent,admission,7
2021-02-09,Emergency,discharge,6
2022-11-14,Urgent,discharge,1
2023-07-14,Emergency,admission,6
2022-11-02,Elective,discharge,2
2022-05-14,Elective,admission,5
2023-05-27,Emergency,admission,9
2019-07-31,Elective,discharge,6
2020-07-18,Emergency,admission,4
2020-08-20,Emergency,discharge,5
2021-05-28,Emergency,discharge,5
2024-05-03,Urgent,discharge,10
2023-12-30,Emergency,admission,2
2021-08-08,Elective,discharge,3
2019-09-23,Emergency,discharge,7
2020-11-06,Elective,discharge,3
2019-08-24,Emergency,discharge,1
2021-06-16,Elective,admission,2
2021-07-08,Urgent,discharge,3
2022-09-06,Elective,admission,9
2019-10-09,Urgent,discharge,9
2020-10-30,Emergency,discharge,6
2022-11-08,Urgent,admission,7
2020-02-13,Urgent,admission,2
2023-07-22,Urgent,discharge,6
2022-03-02,Elective,admission,4
2021-04-02,Elective,discharge,2
2020-10-20,Urgent,admission,4
2022-06-29,Emergency,discharge,5
2020-05-09,Elective,discharge,6
2020-01-14,Elective,admission,7
2021-06-03,Urgent,discharge,1
2019-07-12,Urgent,admission,1
